applicant_id,age,annual_income,employment_type,education,credit_score,loan_amount,num_dependents,months_employed,region,has_default
10360,38.0,,self-employed,bachelor,682.0,18821.0,0,40.0,north,0
10361,45.0,24367.0,salaried,master,681.0,8193.0,2,12.0,west,0
10362,52.0,33653.0,salaried,bachelor,617.0,4557.0,0,120.0,east,0
10363,27.0,51030.0,unemployed,highschool,596.0,28012.0,0,36.0,east,0
10364,38.0,,salaried,highschool,453.0,66255.0,0,70.0,south,1
10365,58.0,84124.0,salaried,highschool,737.0,40393.0,1,98.0,west,1
10366,,70242.0,self-employed,master,690.0,37737.0,0,138.0,west,0
10367,30.0,33061.0,,bachelor,634.0,16391.0,1,,west,0
10368,42.0,25807.0,salaried,master,638.0,8153.0,1,43.0,west,0
10369,50.0,59543.0,salaried,bachelor,716.0,9486.0,0,,west,0
10370,40.0,23148.0,salaried,master,510.0,6636.0,0,135.0,north,0
10371,56.0,35624.0,salaried,phd,597.0,20200.0,3,36.0,north,1
10372,50.0,37896.0,self-employed,bachelor,548.0,21773.0,3,20.0,central,1
10373,50.0,89006.0,unemployed,highschool,809.0,43073.0,4,32.0,south,0
10374,47.0,33612.0,salaried,highschool,729.0,6797.0,1,72.0,east,0
10375,68.0,11853.0,salaried,bachelor,452.0,2338.0,0,44.0,south,0
10376,38.0,51649.0,self-employed,master,514.0,27884.0,1,,central,0
10377,18.0,,salaried,bachelor,638.0,4837.0,1,79.0,central,0
10378,,,self-employed,highschool,607.0,16075.0,0,,east,0
10379,35.0,38432.0,salaried,bachelor,531.0,11112.0,0,51.0,west,0
10380,41.0,35002.0,salaried,bachelor,825.0,8786.0,1,40.0,east,0
10381,56.0,59586.0,self-employed,highschool,678.0,26140.0,1,,west,0
10382,21.0,18649.0,unemployed,master,693.0,10813.0,3,88.0,central,0
10383,25.0,30992.0,,bachelor,588.0,15150.0,0,44.0,west,0
10384,,56501.0,self-employed,highschool,715.0,19385.0,2,,north,0
10385,30.0,29524.0,salaried,highschool,616.0,9458.0,2,141.0,east,0
10386,45.0,17955.0,salaried,bachelor,624.0,9944.0,1,,central,0
10387,46.0,56066.0,salaried,bachelor,705.0,21813.0,0,,north,0
10388,43.0,70372.0,salaried,highschool,503.0,24512.0,3,54.0,south,0
10389,23.0,39242.0,self-employed,bachelor,794.0,17322.0,2,,south,0
10390,18.0,15057.0,salaried,bachelor,666.0,3291.0,0,32.0,west,0
10391,41.0,,salaried,highschool,765.0,7533.0,2,22.0,north,0
10392,34.0,17502.0,,bachelor,553.0,9233.0,1,101.0,west,0
10393,46.0,46836.0,self-employed,bachelor,567.0,18904.0,2,24.0,north,0
10394,48.0,25752.0,unemployed,highschool,545.0,4698.0,2,,central,1
10395,42.0,22473.0,salaried,highschool,673.0,5596.0,1,,south,0
10396,49.0,32178.0,salaried,highschool,656.0,19145.0,0,19.0,east,0
10397,43.0,36620.0,unemployed,bachelor,608.0,15278.0,0,82.0,west,1
10398,46.0,,salaried,master,559.0,12158.0,1,66.0,south,1
10399,32.0,53871.0,,bachelor,536.0,7331.0,0,,north,0
10400,38.0,32111.0,salaried,phd,646.0,18769.0,0,43.0,central,0
10401,42.0,,self-employed,bachelor,608.0,35799.0,1,17.0,north,0
10402,50.0,46193.0,salaried,bachelor,588.0,17271.0,1,39.0,east,0
10403,35.0,28317.0,salaried,bachelor,789.0,7212.0,1,49.0,north,0
10404,,26031.0,salaried,master,643.0,11688.0,1,78.0,west,0
10405,37.0,17611.0,salaried,master,764.0,9099.0,1,98.0,south,0
10406,39.0,46414.0,salaried,bachelor,602.0,22885.0,0,83.0,central,1
10407,50.0,33614.0,,bachelor,672.0,19783.0,0,66.0,south,1
10408,18.0,12258.0,salaried,master,645.0,5129.0,0,55.0,west,1
10409,24.0,30704.0,salaried,master,497.0,8002.0,3,62.0,north,0
10410,22.0,25578.0,salaried,phd,779.0,8926.0,1,38.0,north,0
10411,18.0,88242.0,salaried,highschool,638.0,44841.0,1,58.0,south,1
10412,32.0,17130.0,salaried,highschool,717.0,3986.0,2,49.0,central,0
10413,49.0,19523.0,salaried,bachelor,582.0,4211.0,2,172.0,central,1
10414,37.0,,self-employed,bachelor,635.0,32328.0,0,63.0,west,0
10415,42.0,79093.0,self-employed,highschool,572.0,25485.0,2,11.0,south,0
10416,53.0,27654.0,salaried,bachelor,761.0,14056.0,1,41.0,south,0
10417,56.0,29259.0,self-employed,bachelor,678.0,5028.0,1,46.0,south,1
10418,,54618.0,salaried,highschool,683.0,14629.0,0,89.0,south,0
10419,56.0,12537.0,salaried,bachelor,772.0,2934.0,0,67.0,east,0
10420,41.0,15826.0,unemployed,highschool,754.0,7105.0,2,,west,0
10421,30.0,34879.0,self-employed,master,719.0,16730.0,0,112.0,south,0
10422,33.0,87112.0,salaried,highschool,522.0,28573.0,2,135.0,north,0
10423,22.0,32278.0,salaried,bachelor,587.0,10943.0,1,81.0,east,0
10424,29.0,42212.0,salaried,bachelor,560.0,7008.0,1,43.0,south,1
10425,36.0,70749.0,salaried,highschool,715.0,31902.0,2,44.0,east,0
10426,50.0,115087.0,self-employed,bachelor,665.0,68610.0,3,3.0,west,0
10427,61.0,30079.0,salaried,master,525.0,14707.0,2,104.0,central,0
10428,,39798.0,,bachelor,633.0,8420.0,0,44.0,east,1
10429,45.0,99810.0,self-employed,highschool,516.0,41078.0,0,53.0,central,0
10430,28.0,18749.0,salaried,bachelor,645.0,4640.0,1,41.0,south,1
10431,46.0,67090.0,self-employed,highschool,501.0,7721.0,0,27.0,west,0
10432,38.0,24121.0,self-employed,bachelor,698.0,4581.0,1,165.0,central,0
10433,18.0,42245.0,salaried,bachelor,684.0,6392.0,1,53.0,south,1
10434,51.0,35550.0,salaried,bachelor,822.0,7038.0,0,121.0,west,0
10435,,24859.0,,highschool,726.0,12375.0,1,44.0,east,0
10436,34.0,24550.0,unemployed,highschool,612.0,6049.0,2,36.0,central,0
10437,27.0,46083.0,salaried,highschool,724.0,22052.0,0,,south,0
10438,32.0,66024.0,self-employed,bachelor,524.0,37926.0,1,97.0,central,0
10439,45.0,37614.0,self-employed,bachelor,563.0,14562.0,0,101.0,west,0
10440,38.0,41567.0,unemployed,bachelor,680.0,14245.0,3,49.0,west,1
10441,44.0,53401.0,salaried,highschool,456.0,25369.0,0,82.0,north,1
10442,44.0,24691.0,salaried,highschool,647.0,3668.0,1,39.0,north,0
10443,,58096.0,,bachelor,558.0,18248.0,0,57.0,west,0
10444,36.0,60456.0,salaried,bachelor,659.0,21124.0,0,,east,0
10445,22.0,147534.0,salaried,master,553.0,76058.0,0,,south,1
10446,53.0,33255.0,salaried,highschool,688.0,16864.0,1,59.0,central,0
10447,36.0,31919.0,salaried,highschool,652.0,16730.0,1,26.0,east,0
10448,53.0,58952.0,self-employed,bachelor,776.0,26466.0,1,93.0,east,1
10449,45.0,60449.0,salaried,bachelor,651.0,22081.0,3,42.0,south,0
10450,38.0,30713.0,self-employed,bachelor,581.0,15785.0,2,90.0,central,0
10451,44.0,32808.0,salaried,highschool,628.0,17606.0,1,30.0,south,0
10452,63.0,52605.0,self-employed,highschool,529.0,17898.0,1,42.0,south,1
10453,65.0,26535.0,salaried,bachelor,687.0,15731.0,2,26.0,west,0
10454,41.0,32687.0,salaried,highschool,703.0,17566.0,2,,north,0
10455,42.0,41974.0,unemployed,bachelor,850.0,14910.0,1,33.0,east,0
10456,53.0,66037.0,self-employed,highschool,594.0,8891.0,1,,east,0
10457,30.0,29664.0,salaried,highschool,626.0,6296.0,3,26.0,south,0
10458,,15975.0,salaried,highschool,598.0,7799.0,2,55.0,west,0
10459,40.0,15394.0,salaried,phd,669.0,2395.0,0,77.0,north,1
10460,44.0,21382.0,unemployed,highschool,684.0,7161.0,1,79.0,central,0
10461,30.0,20815.0,salaried,highschool,645.0,8376.0,2,16.0,central,0
10462,21.0,,unemployed,master,748.0,20030.0,2,46.0,north,1
10463,18.0,22149.0,salaried,highschool,594.0,11596.0,3,43.0,east,0
10464,,28244.0,self-employed,highschool,739.0,13617.0,0,114.0,north,0
10465,34.0,27254.0,salaried,highschool,698.0,8281.0,1,47.0,west,0
10466,36.0,32201.0,salaried,bachelor,649.0,5510.0,0,52.0,south,0
10467,63.0,77750.0,unemployed,bachelor,622.0,33808.0,0,20.0,east,0
10468,53.0,55881.0,salaried,master,850.0,10653.0,2,32.0,central,0
10469,,40460.0,unemployed,bachelor,576.0,15401.0,0,19.0,west,1
10470,44.0,31872.0,salaried,bachelor,677.0,18815.0,2,57.0,central,1
10471,35.0,32318.0,salaried,highschool,582.0,12124.0,1,116.0,west,0
10472,37.0,47281.0,unemployed,master,811.0,19990.0,1,33.0,east,1
10473,42.0,53749.0,self-employed,master,730.0,23585.0,1,,north,0
10474,47.0,25494.0,salaried,master,589.0,13134.0,1,31.0,north,0
10475,36.0,40874.0,salaried,highschool,696.0,12977.0,2,,east,0
10476,53.0,14533.0,salaried,bachelor,673.0,5069.0,2,58.0,east,0
10477,26.0,44616.0,self-employed,bachelor,604.0,8387.0,0,146.0,east,0
10478,40.0,58752.0,salaried,master,718.0,23932.0,1,112.0,central,0
10479,71.0,34890.0,salaried,highschool,685.0,8649.0,2,131.0,north,0
10480,43.0,99535.0,salaried,master,669.0,35217.0,2,91.0,west,0
10481,57.0,25832.0,self-employed,bachelor,646.0,12484.0,2,47.0,west,1
10482,41.0,44744.0,unemployed,master,689.0,4868.0,4,43.0,west,1
10483,47.0,39422.0,,bachelor,671.0,15058.0,1,33.0,south,0
10484,39.0,38172.0,salaried,master,655.0,7128.0,0,7.0,east,0
10485,38.0,37905.0,salaried,bachelor,592.0,9086.0,1,46.0,north,0
10486,31.0,42343.0,salaried,highschool,802.0,4969.0,6,117.0,north,1
10487,45.0,61327.0,self-employed,bachelor,555.0,11329.0,2,116.0,central,0
10488,30.0,,salaried,master,688.0,47422.0,0,,west,0
10489,48.0,40090.0,self-employed,highschool,621.0,24024.0,0,,central,0
10490,,60334.0,,bachelor,808.0,27749.0,1,24.0,west,0
10491,44.0,28258.0,unemployed,phd,569.0,11471.0,2,74.0,south,1
10492,37.0,58864.0,salaried,master,584.0,28755.0,4,147.0,central,0
10493,45.0,27419.0,salaried,bachelor,563.0,15033.0,1,125.0,west,0
10494,36.0,69240.0,unemployed,master,679.0,24902.0,0,40.0,north,0
10495,51.0,121215.0,unemployed,highschool,526.0,14260.0,1,,north,1
10496,18.0,37758.0,salaried,bachelor,607.0,17169.0,1,25.0,west,0
10497,,13410.0,self-employed,bachelor,456.0,7943.0,1,,west,0
10498,18.0,30515.0,self-employed,master,672.0,6989.0,0,38.0,north,0
10499,22.0,74305.0,salaried,highschool,605.0,24650.0,1,45.0,east,0
10500,56.0,52920.0,,highschool,516.0,14851.0,1,79.0,central,1
10501,,45454.0,self-employed,bachelor,748.0,13420.0,0,44.0,west,1
10502,31.0,66459.0,self-employed,bachelor,532.0,30617.0,0,,central,0
10503,22.0,51135.0,salaried,master,722.0,14788.0,3,18.0,south,0
10504,18.0,,salaried,bachelor,587.0,42095.0,1,,north,0
10505,33.0,63558.0,self-employed,master,794.0,31450.0,0,,south,0
10506,,85892.0,salaried,bachelor,717.0,9777.0,1,16.0,west,0
10507,45.0,48021.0,self-employed,master,559.0,24456.0,1,43.0,central,0
10508,33.0,,self-employed,bachelor,567.0,30698.0,1,19.0,west,0
10509,46.0,34421.0,salaried,highschool,704.0,12331.0,1,41.0,north,0
10510,21.0,29711.0,salaried,highschool,626.0,10352.0,2,58.0,east,0
10511,36.0,94220.0,salaried,master,635.0,48783.0,0,118.0,north,0
10512,41.0,44717.0,salaried,highschool,765.0,13969.0,0,31.0,west,1
10513,39.0,60020.0,self-employed,bachelor,583.0,10788.0,0,57.0,east,0
10514,49.0,42696.0,self-employed,highschool,658.0,10949.0,0,36.0,east,0
10515,44.0,29934.0,self-employed,master,736.0,6963.0,0,18.0,east,1
10516,,40356.0,salaried,highschool,723.0,17778.0,4,118.0,west,0
10517,32.0,82289.0,self-employed,bachelor,636.0,15589.0,4,,north,1
10518,51.0,52977.0,salaried,bachelor,624.0,22377.0,1,,central,0
10519,60.0,17056.0,self-employed,highschool,494.0,5679.0,0,129.0,east,0
10520,28.0,36040.0,salaried,bachelor,555.0,18735.0,1,41.0,east,0
10521,,97846.0,salaried,master,679.0,33512.0,0,,south,0
10522,56.0,36066.0,salaried,bachelor,638.0,20374.0,0,31.0,north,0
10523,38.0,16314.0,salaried,phd,657.0,8976.0,0,21.0,west,0
10524,57.0,,unemployed,master,744.0,19923.0,2,100.0,south,0
10525,35.0,56455.0,salaried,bachelor,543.0,25014.0,1,150.0,central,1
10526,57.0,38754.0,salaried,bachelor,629.0,8034.0,2,,west,0
10527,42.0,33333.0,self-employed,master,667.0,17055.0,1,81.0,east,1
10528,43.0,68953.0,salaried,bachelor,587.0,28813.0,3,93.0,north,0
10529,59.0,30608.0,salaried,bachelor,779.0,7562.0,3,134.0,east,0
10530,36.0,71263.0,,master,732.0,16003.0,1,147.0,central,0
10531,29.0,52633.0,salaried,master,676.0,16568.0,0,13.0,east,0
10532,35.0,45358.0,self-employed,bachelor,811.0,22695.0,1,37.0,west,0
10533,,43164.0,salaried,highschool,515.0,21499.0,0,54.0,north,0
10534,21.0,36773.0,salaried,bachelor,649.0,4291.0,4,34.0,east,0
10535,48.0,67699.0,salaried,bachelor,683.0,17002.0,1,45.0,west,0
10536,34.0,26038.0,,bachelor,568.0,8109.0,0,,east,1
10537,54.0,17837.0,self-employed,bachelor,677.0,7006.0,1,9.0,central,0
10538,18.0,54569.0,salaried,bachelor,550.0,9537.0,1,,east,1
10539,31.0,55029.0,,highschool,712.0,14728.0,0,91.0,central,0
10540,,51028.0,salaried,bachelor,745.0,27698.0,0,55.0,west,1
10541,30.0,49211.0,salaried,bachelor,675.0,16647.0,1,8.0,central,0
10542,,34191.0,self-employed,master,483.0,16141.0,1,43.0,east,0
10543,38.0,59501.0,self-employed,highschool,563.0,20372.0,1,65.0,east,0
10544,37.0,39231.0,salaried,master,701.0,13044.0,1,95.0,south,0
10545,38.0,31459.0,self-employed,highschool,652.0,12929.0,0,87.0,west,0
10546,42.0,34340.0,self-employed,phd,408.0,7887.0,1,,central,0
10547,28.0,110230.0,self-employed,master,762.0,24791.0,1,35.0,north,0
10548,48.0,16857.0,self-employed,highschool,662.0,10024.0,0,52.0,central,0
10549,48.0,51529.0,salaried,phd,576.0,27542.0,0,15.0,central,0
10550,45.0,17334.0,unemployed,bachelor,740.0,8128.0,2,,west,0
10551,47.0,38021.0,salaried,bachelor,589.0,6409.0,1,,east,0
10552,44.0,32312.0,salaried,master,588.0,3719.0,3,52.0,central,0
10553,64.0,14150.0,salaried,master,682.0,2656.0,2,,south,0
10554,39.0,48753.0,self-employed,bachelor,810.0,27734.0,0,,west,0
10555,36.0,33189.0,salaried,phd,796.0,16865.0,3,95.0,central,1
10556,31.0,14050.0,salaried,highschool,682.0,5080.0,2,49.0,central,1
10557,28.0,61070.0,self-employed,highschool,692.0,35689.0,1,65.0,east,0
10558,25.0,82249.0,salaried,highschool,721.0,14253.0,1,74.0,south,0
10559,,84547.0,,highschool,537.0,32092.0,1,93.0,central,0
10560,39.0,48025.0,salaried,bachelor,708.0,9202.0,2,60.0,west,0
10561,44.0,41070.0,self-employed,highschool,584.0,10399.0,0,50.0,west,0
10562,41.0,77970.0,salaried,bachelor,679.0,44448.0,1,24.0,west,0
10563,31.0,93078.0,salaried,highschool,630.0,49717.0,1,19.0,central,0
10564,51.0,70741.0,,bachelor,695.0,10675.0,1,59.0,east,0
10565,49.0,25065.0,unemployed,bachelor,661.0,5634.0,1,66.0,east,0
10566,38.0,44386.0,self-employed,highschool,373.0,17632.0,0,72.0,central,0
10567,32.0,49999.0,salaried,bachelor,666.0,6534.0,1,31.0,east,0
10568,47.0,16239.0,self-employed,master,708.0,6090.0,2,38.0,south,0
10569,42.0,50751.0,self-employed,bachelor,690.0,19907.0,0,58.0,west,0
10570,23.0,125053.0,self-employed,master,641.0,30699.0,1,41.0,south,0
10571,39.0,55269.0,salaried,phd,798.0,13627.0,0,184.0,north,0
10572,43.0,83843.0,salaried,highschool,678.0,17988.0,1,37.0,south,0
10573,,43979.0,self-employed,bachelor,689.0,24973.0,0,68.0,north,0
10574,42.0,38692.0,salaried,highschool,744.0,11392.0,1,,central,0
10575,23.0,48564.0,salaried,bachelor,683.0,19068.0,0,89.0,central,0
10576,56.0,26691.0,salaried,bachelor,569.0,6694.0,2,40.0,south,1
10577,55.0,,salaried,bachelor,431.0,11188.0,0,74.0,central,1
10578,,75596.0,self-employed,master,607.0,11394.0,1,69.0,west,0
10579,44.0,79712.0,salaried,bachelor,718.0,10826.0,1,76.0,central,0
10580,18.0,24451.0,self-employed,master,618.0,11545.0,2,58.0,north,0
10581,26.0,65121.0,self-employed,bachelor,722.0,30173.0,0,86.0,north,0
10582,36.0,,salaried,highschool,663.0,8934.0,0,62.0,central,0
10583,27.0,47567.0,salaried,highschool,766.0,13201.0,0,22.0,south,0
10584,49.0,50519.0,,bachelor,623.0,29232.0,2,61.0,east,0
10585,64.0,65985.0,salaried,bachelor,692.0,10041.0,0,65.0,central,0
10586,26.0,41830.0,self-employed,highschool,696.0,8013.0,2,83.0,south,1
10587,,81233.0,self-employed,bachelor,785.0,25590.0,2,,north,0
10588,43.0,46850.0,self-employed,highschool,496.0,11293.0,1,136.0,west,1
10589,59.0,54835.0,unemployed,bachelor,609.0,23278.0,0,,east,1
10590,25.0,26459.0,salaried,bachelor,726.0,11782.0,1,39.0,north,0
10591,43.0,118105.0,self-employed,highschool,789.0,42895.0,2,113.0,south,0
10592,62.0,50762.0,salaried,highschool,672.0,20589.0,1,50.0,east,0
10593,20.0,57325.0,salaried,highschool,624.0,18156.0,0,,central,0
10594,25.0,17960.0,salaried,bachelor,718.0,8624.0,1,65.0,south,0
10595,35.0,26600.0,salaried,master,728.0,3220.0,1,62.0,east,0
10596,34.0,74529.0,self-employed,highschool,618.0,19113.0,2,,north,0
10597,50.0,46325.0,self-employed,bachelor,680.0,20486.0,2,80.0,south,0
10598,43.0,15415.0,salaried,bachelor,756.0,4082.0,1,37.0,south,0
10599,19.0,67450.0,salaried,bachelor,820.0,9394.0,0,,east,0
10600,46.0,30580.0,salaried,highschool,717.0,8333.0,1,,west,1
10601,33.0,81280.0,self-employed,highschool,654.0,37043.0,2,106.0,north,1
10602,55.0,38410.0,salaried,master,645.0,6184.0,0,47.0,north,0
10603,32.0,,salaried,phd,700.0,20555.0,0,85.0,west,0
10604,32.0,72365.0,salaried,bachelor,640.0,35294.0,0,81.0,south,0
10605,46.0,25623.0,self-employed,bachelor,667.0,10702.0,1,56.0,west,0
10606,49.0,24430.0,self-employed,highschool,555.0,5426.0,2,31.0,north,0
10607,45.0,36379.0,salaried,highschool,767.0,18286.0,0,82.0,west,0
10608,20.0,60693.0,salaried,highschool,547.0,12577.0,0,55.0,central,0
10609,46.0,20631.0,salaried,bachelor,611.0,11407.0,2,24.0,east,0
10610,28.0,17431.0,self-employed,highschool,659.0,7902.0,2,,east,0
10611,43.0,60589.0,salaried,highschool,829.0,7717.0,1,18.0,south,0
10612,23.0,29688.0,self-employed,highschool,612.0,14834.0,1,42.0,south,0
10613,45.0,32988.0,unemployed,highschool,590.0,11652.0,0,57.0,north,0
10614,,15861.0,salaried,bachelor,600.0,5176.0,0,51.0,east,1
10615,,28581.0,salaried,bachelor,799.0,8868.0,2,48.0,central,0
10616,49.0,39983.0,salaried,bachelor,397.0,16126.0,1,,north,1
10617,43.0,63907.0,salaried,bachelor,560.0,29544.0,0,73.0,east,1
10618,33.0,27293.0,unemployed,bachelor,850.0,14956.0,1,,central,0
10619,57.0,91921.0,,master,703.0,21737.0,2,96.0,east,0
10620,35.0,28502.0,salaried,highschool,550.0,11839.0,4,34.0,west,1
10621,40.0,28523.0,unemployed,highschool,646.0,12640.0,0,101.0,south,1
10622,43.0,86567.0,salaried,master,656.0,37864.0,1,55.0,west,0
10623,33.0,,salaried,bachelor,726.0,15458.0,2,44.0,central,0
10624,46.0,30454.0,self-employed,bachelor,816.0,9000.0,0,28.0,east,0
10625,34.0,37139.0,salaried,highschool,685.0,17871.0,2,,west,0
10626,35.0,78947.0,salaried,highschool,601.0,19737.0,0,70.0,west,0
10627,56.0,83542.0,self-employed,highschool,721.0,17045.0,3,69.0,north,1
10628,28.0,26678.0,salaried,master,587.0,9949.0,3,39.0,north,0
10629,,39292.0,unemployed,bachelor,557.0,9187.0,1,39.0,west,0
10630,59.0,41985.0,salaried,highschool,492.0,4896.0,2,50.0,south,1
10631,71.0,24511.0,salaried,highschool,509.0,3083.0,3,44.0,east,0
10632,35.0,39033.0,unemployed,highschool,569.0,17467.0,1,,east,0
10633,18.0,40242.0,salaried,highschool,544.0,23605.0,2,26.0,west,1
10634,36.0,70977.0,salaried,bachelor,678.0,23234.0,2,102.0,central,0
10635,37.0,73402.0,salaried,bachelor,542.0,12738.0,1,41.0,central,0
10636,38.0,34044.0,salaried,master,367.0,17330.0,2,68.0,north,0
10637,27.0,36063.0,salaried,bachelor,556.0,8320.0,1,,west,0
10638,47.0,55946.0,salaried,master,608.0,33445.0,0,70.0,west,1
10639,46.0,,salaried,master,596.0,11431.0,1,78.0,central,0
10640,22.0,53870.0,salaried,master,787.0,11653.0,2,70.0,east,0
10641,48.0,38409.0,self-employed,phd,595.0,13366.0,2,36.0,east,0
10642,65.0,24718.0,unemployed,highschool,729.0,6617.0,2,45.0,east,0
10643,42.0,24874.0,salaried,highschool,648.0,12182.0,0,101.0,south,0
10644,36.0,82746.0,unemployed,highschool,646.0,12653.0,1,,south,0
10645,38.0,37115.0,self-employed,bachelor,575.0,19616.0,2,55.0,west,1
10646,47.0,91142.0,unemployed,bachelor,645.0,44083.0,2,73.0,north,1
10647,19.0,31045.0,self-employed,highschool,581.0,16475.0,2,121.0,west,0
10648,42.0,46425.0,salaried,master,665.0,25418.0,2,,central,0
10649,35.0,132765.0,salaried,master,629.0,28530.0,2,30.0,south,0
10650,62.0,23654.0,unemployed,bachelor,565.0,8527.0,1,,south,1
10651,38.0,15539.0,salaried,bachelor,739.0,8157.0,0,63.0,east,0
10652,,76366.0,self-employed,highschool,688.0,22046.0,0,46.0,central,0
10653,27.0,26545.0,self-employed,bachelor,610.0,3456.0,1,56.0,north,0
10654,47.0,39721.0,salaried,highschool,663.0,9764.0,0,36.0,east,0
10655,44.0,29943.0,salaried,bachelor,642.0,6616.0,1,50.0,south,0
10656,30.0,45894.0,unemployed,highschool,572.0,24555.0,0,40.0,central,1
10657,42.0,24953.0,salaried,highschool,656.0,8282.0,0,58.0,central,0
10658,55.0,36682.0,self-employed,bachelor,594.0,16205.0,3,45.0,north,0
10659,36.0,50257.0,unemployed,bachelor,565.0,29202.0,2,126.0,north,0
10660,20.0,24242.0,salaried,bachelor,504.0,6051.0,0,,north,1
10661,40.0,28281.0,salaried,phd,618.0,13592.0,1,53.0,central,0
10662,29.0,33736.0,salaried,highschool,701.0,3758.0,0,48.0,central,0
10663,36.0,,,master,587.0,2987.0,2,45.0,south,0
10664,39.0,32491.0,salaried,highschool,850.0,5879.0,0,24.0,north,0
10665,20.0,42591.0,salaried,highschool,730.0,10912.0,3,85.0,west,0
10666,21.0,32867.0,salaried,phd,767.0,9909.0,1,113.0,central,0
10667,46.0,35042.0,salaried,bachelor,722.0,11862.0,3,40.0,central,0
10668,34.0,39737.0,salaried,bachelor,817.0,8848.0,2,100.0,east,0
10669,18.0,28915.0,salaried,bachelor,579.0,3849.0,0,,west,0
10670,49.0,56700.0,self-employed,bachelor,420.0,24878.0,2,147.0,central,1
10671,43.0,82289.0,salaried,master,610.0,9202.0,1,110.0,central,0
10672,31.0,31819.0,self-employed,highschool,700.0,16060.0,0,26.0,east,1
10673,24.0,51154.0,unemployed,master,664.0,28880.0,0,26.0,south,1
10674,50.0,35603.0,self-employed,master,675.0,16206.0,0,78.0,south,0
10675,44.0,48182.0,self-employed,master,769.0,19176.0,0,55.0,south,0
10676,69.0,87806.0,salaried,bachelor,684.0,37626.0,1,13.0,central,0
10677,45.0,51758.0,salaried,bachelor,722.0,22055.0,0,43.0,west,0
10678,45.0,16536.0,,bachelor,565.0,9357.0,1,76.0,central,1
10679,,50362.0,salaried,bachelor,551.0,29319.0,1,50.0,west,0
10680,50.0,74342.0,salaried,master,795.0,23296.0,0,55.0,east,0
10681,48.0,35925.0,salaried,bachelor,659.0,14677.0,1,26.0,west,0
10682,55.0,66027.0,salaried,bachelor,594.0,33106.0,0,42.0,west,0
10683,34.0,28423.0,self-employed,master,594.0,2857.0,0,78.0,west,0
10684,35.0,19096.0,salaried,highschool,592.0,6942.0,1,41.0,south,0
10685,34.0,43070.0,salaried,master,586.0,18367.0,1,105.0,south,1
10686,49.0,16677.0,salaried,master,535.0,7648.0,0,56.0,north,1
10687,58.0,35600.0,salaried,highschool,515.0,10125.0,1,70.0,south,0
10688,34.0,,salaried,highschool,632.0,18928.0,0,77.0,central,0
10689,35.0,15446.0,salaried,bachelor,597.0,2951.0,1,,central,1
10690,44.0,21168.0,salaried,highschool,750.0,8021.0,1,30.0,north,0
10691,37.0,23956.0,self-employed,phd,676.0,13407.0,2,33.0,east,0
10692,51.0,38884.0,unemployed,highschool,674.0,21308.0,0,13.0,central,0
10693,18.0,33428.0,salaried,highschool,583.0,9359.0,2,45.0,west,0
10694,30.0,,salaried,highschool,639.0,18494.0,1,31.0,west,1
10695,31.0,64678.0,self-employed,master,682.0,31977.0,1,40.0,east,0
10696,18.0,51412.0,self-employed,bachelor,714.0,23778.0,1,48.0,south,0
10697,28.0,43166.0,unemployed,master,642.0,15223.0,1,60.0,central,0
10698,29.0,48855.0,salaried,phd,747.0,14389.0,4,50.0,north,1
10699,38.0,26082.0,salaried,bachelor,651.0,4223.0,1,50.0,central,0
10700,53.0,61612.0,salaried,highschool,721.0,30348.0,2,,central,0
10701,37.0,23017.0,self-employed,highschool,606.0,9408.0,2,54.0,south,0
10702,28.0,60943.0,salaried,master,487.0,17578.0,2,89.0,east,1
10703,39.0,72625.0,unemployed,highschool,674.0,40626.0,3,54.0,central,1
10704,53.0,44597.0,salaried,master,715.0,19170.0,2,121.0,east,1
10705,28.0,36750.0,self-employed,master,702.0,20750.0,3,29.0,south,0
10706,29.0,49028.0,salaried,bachelor,688.0,16533.0,2,45.0,north,0
10707,47.0,9597.0,salaried,bachelor,619.0,3141.0,1,36.0,east,0
10708,37.0,,salaried,phd,577.0,26545.0,0,62.0,south,1
10709,48.0,37923.0,self-employed,master,700.0,21992.0,3,,central,0
10710,40.0,39132.0,salaried,bachelor,688.0,22711.0,1,21.0,central,0
10711,48.0,57140.0,salaried,bachelor,600.0,29110.0,1,32.0,south,0
10712,28.0,38662.0,self-employed,bachelor,750.0,12805.0,1,22.0,south,0
10713,40.0,22695.0,unemployed,bachelor,571.0,4656.0,2,49.0,south,0
10714,37.0,37395.0,self-employed,master,597.0,10909.0,1,60.0,east,0
10715,25.0,41514.0,self-employed,bachelor,797.0,23627.0,2,19.0,west,0
10716,21.0,42509.0,salaried,master,728.0,11978.0,2,43.0,north,0
10717,48.0,43519.0,unemployed,highschool,618.0,20818.0,2,95.0,central,0
10718,36.0,67487.0,salaried,master,676.0,37894.0,1,111.0,west,0
10719,28.0,23318.0,unemployed,bachelor,664.0,13646.0,2,82.0,north,1
10720,39.0,43820.0,self-employed,bachelor,403.0,25146.0,3,9.0,south,0
10721,,76494.0,salaried,highschool,568.0,28879.0,0,57.0,west,0
10722,18.0,16860.0,salaried,master,645.0,5833.0,1,102.0,east,0
10723,22.0,43907.0,self-employed,bachelor,618.0,26073.0,1,41.0,east,0
10724,,29951.0,self-employed,bachelor,672.0,6262.0,1,25.0,north,0
