customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,senior_citizen,churn
C00398,37,100.38,3647.4,month-to-month,mailed-check,dsl,1,1
C00399,33,19.42,626.19,month-to-month,credit-card,dsl,0,1
C00400,28,58.33,1577.07,month-to-month,credit-card,none,0,1
C00401,38,144.0,4941.36,month-to-month,mailed-check,fiber-optic,0,1
C00402,67,40.53,2779.14,one-year,bank-transfer,none,0,0
C00403,62,71.99,4439.72,two-year,mailed-check,fiber-optic,0,1
C00404,43,106.93,4481.45,one-year,bank-transfer,fiber-optic,0,1
C00405,20,89.57,1688.0,two-year,credit-card,none,0,1
C00406,27,93.89,2733.59,month-to-month,credit-card,dsl,1,0
C00407,17,92.13,1484.07,one-year,electronic-check,fiber-optic,1,0
C00408,13,70.76,997.35,two-year,credit-card,none,0,1
C00409,0,46.23,0.0,month-to-month,bank-transfer,none,1,1
C00410,55,83.04,4998.0,one-year,bank-transfer,fiber-optic,0,0
C00411,53,57.92,3020.38,two-year,electronic-check,none,0,0
C00412,12,55.56,671.08,one-year,mailed-check,fiber-optic,0,1
C00413,49,114.47,5383.53,month-to-month,mailed-check,dsl,0,1
C00414,11,58.57,700.86,month-to-month,electronic-check,dsl,0,0
C00415,19,121.18,2202.37,one-year,credit-card,fiber-optic,0,1
C00416,18,77.7,1463.05,two-year,electronic-check,dsl,0,0
C00417,9,65.23,530.73,month-to-month,bank-transfer,dsl,0,1
C00418,52,15.47,814.05,month-to-month,bank-transfer,dsl,0,0
C00419,3,133.6,420.15,month-to-month,bank-transfer,none,1,1
C00420,29,69.82,2013.01,month-to-month,credit-card,none,0,1
C00421,35,15.0,540.05,one-year,electronic-check,none,0,0
C00422,41,99.63,4303.9,month-to-month,electronic-check,fiber-optic,0,1
C00423,13,68.49,890.47,month-to-month,credit-card,none,0,1
C00424,33,42.06,1309.73,one-year,electronic-check,fiber-optic,0,0
C00425,57,97.94,5467.07,month-to-month,mailed-check,fiber-optic,0,1
C00426,26,15.0,408.0,one-year,bank-transfer,fiber-optic,0,0
C00427,68,48.58,3152.02,month-to-month,bank-transfer,dsl,0,1
C00428,30,61.02,1878.88,month-to-month,electronic-check,fiber-optic,1,1
C00429,55,95.57,4886.39,two-year,electronic-check,fiber-optic,1,0
C00430,8,137.21,1192.12,month-to-month,credit-card,none,0,0
C00431,61,,3900.79,month-to-month,bank-transfer,dsl,1,1
C00432,34,83.8,2831.06,month-to-month,credit-card,dsl,0,1
C00433,71,,11313.54,one-year,bank-transfer,fiber-optic,1,1
C00434,50,70.14,3715.55,month-to-month,bank-transfer,dsl,0,0
C00435,53,84.05,4095.7,month-to-month,mailed-check,none,0,0
C00436,10,,316.11,month-to-month,electronic-check,fiber-optic,0,0
C00437,40,128.78,5108.33,two-year,bank-transfer,fiber-optic,0,0
C00438,53,48.61,2494.2,one-year,bank-transfer,fiber-optic,1,0
C00439,58,78.06,4361.89,two-year,mailed-check,fiber-optic,0,1
C00440,27,77.21,2022.97,one-year,credit-card,dsl,0,0
C00441,40,72.56,2694.62,two-year,bank-transfer,fiber-optic,1,0
C00442,12,56.97,631.61,month-to-month,bank-transfer,dsl,0,0
C00443,31,77.24,2279.65,month-to-month,bank-transfer,fiber-optic,0,0
C00444,34,122.72,3813.73,two-year,electronic-check,none,0,0
C00445,2,138.43,277.42,two-year,credit-card,dsl,0,0
C00446,65,64.75,3916.52,two-year,electronic-check,fiber-optic,0,0
C00447,46,56.52,2374.9,two-year,electronic-check,fiber-optic,0,0
C00448,13,45.74,634.67,one-year,credit-card,fiber-optic,0,0
C00449,64,150.0,9768.02,month-to-month,electronic-check,fiber-optic,1,1
C00450,49,73.87,3907.75,one-year,bank-transfer,fiber-optic,0,0
C00451,49,103.45,5559.19,month-to-month,electronic-check,fiber-optic,0,0
C00452,67,90.9,6204.21,one-year,bank-transfer,fiber-optic,0,1
C00453,29,136.25,4185.21,two-year,electronic-check,dsl,0,0
C00454,25,62.57,1457.71,one-year,mailed-check,fiber-optic,0,0
C00455,44,36.79,1682.89,month-to-month,bank-transfer,fiber-optic,0,0
C00456,63,125.78,8002.9,one-year,mailed-check,fiber-optic,0,1
C00457,58,97.1,5830.43,two-year,electronic-check,none,0,0
C00458,56,83.69,4316.06,month-to-month,electronic-check,dsl,1,1
C00459,55,116.06,6939.44,month-to-month,electronic-check,fiber-optic,0,1
C00460,2,85.4,167.98,one-year,electronic-check,fiber-optic,0,0
C00461,35,117.1,4324.46,two-year,mailed-check,fiber-optic,0,0
C00462,25,77.4,2124.81,one-year,electronic-check,none,0,0
C00463,26,97.06,2711.93,one-year,bank-transfer,dsl,0,1
C00464,61,85.79,5036.22,month-to-month,credit-card,fiber-optic,0,1
C00465,28,60.24,1653.69,month-to-month,bank-transfer,fiber-optic,0,0
C00466,60,63.84,3944.18,two-year,mailed-check,fiber-optic,0,0
C00467,65,58.21,3812.69,month-to-month,mailed-check,fiber-optic,0,1
C00468,32,77.96,2450.11,month-to-month,credit-card,fiber-optic,1,1
C00469,12,56.33,696.64,month-to-month,credit-card,dsl,1,0
C00470,50,83.08,4494.07,month-to-month,bank-transfer,fiber-optic,0,1
C00471,62,82.06,4893.7,month-to-month,electronic-check,fiber-optic,0,1
C00472,29,76.15,2044.32,one-year,credit-card,fiber-optic,0,0
C00473,14,76.68,1111.19,month-to-month,bank-transfer,dsl,1,0
C00474,37,53.02,1996.71,one-year,electronic-check,none,0,1
C00475,70,61.54,4657.29,month-to-month,mailed-check,fiber-optic,0,1
C00476,37,19.88,771.33,two-year,bank-transfer,dsl,0,0
C00477,32,66.4,2081.2,month-to-month,credit-card,dsl,0,0
C00478,31,40.43,1286.61,month-to-month,credit-card,fiber-optic,0,1
C00479,52,73.0,4070.86,month-to-month,electronic-check,none,1,1
C00480,24,48.57,1130.01,two-year,bank-transfer,fiber-optic,0,0
C00481,52,15.0,704.16,one-year,credit-card,none,0,0
C00482,71,137.57,10014.51,one-year,credit-card,fiber-optic,0,1
C00483,55,63.06,3139.31,month-to-month,bank-transfer,fiber-optic,0,0
C00484,66,113.41,8140.1,month-to-month,credit-card,fiber-optic,0,1
C00485,56,54.19,2833.28,two-year,bank-transfer,dsl,0,1
C00486,60,120.94,7074.13,month-to-month,bank-transfer,dsl,0,1
C00487,2,35.45,77.23,one-year,bank-transfer,fiber-optic,0,1
C00488,25,75.28,1723.91,two-year,credit-card,dsl,0,1
C00489,19,37.23,637.27,one-year,mailed-check,dsl,0,1
C00490,62,148.02,8449.87,month-to-month,credit-card,dsl,0,1
C00491,16,62.52,1097.6,month-to-month,electronic-check,dsl,0,1
C00492,69,94.85,7162.38,month-to-month,mailed-check,dsl,0,1
C00493,50,83.52,4079.49,two-year,credit-card,dsl,0,0
C00494,8,69.23,580.78,two-year,electronic-check,none,0,0
C00495,49,85.53,4388.81,month-to-month,credit-card,fiber-optic,0,0
C00496,24,110.78,2445.82,two-year,bank-transfer,fiber-optic,1,1
C00497,21,90.05,1790.79,month-to-month,electronic-check,dsl,0,1
C00498,71,,5729.6,month-to-month,electronic-check,dsl,0,0
C00499,57,85.58,4551.89,month-to-month,electronic-check,none,0,1
C00500,54,127.45,6911.07,two-year,mailed-check,fiber-optic,0,0
C00501,22,57.5,1200.18,month-to-month,mailed-check,none,0,0
C00502,47,,713.12,month-to-month,credit-card,fiber-optic,0,1
C00503,24,,836.47,month-to-month,credit-card,fiber-optic,0,1
C00504,43,39.34,1595.3,month-to-month,electronic-check,fiber-optic,0,0
C00505,28,43.56,1109.17,month-to-month,bank-transfer,dsl,0,0
C00506,43,44.59,2105.47,month-to-month,credit-card,none,0,0
C00507,53,69.29,3388.3,two-year,bank-transfer,dsl,0,0
C00508,22,77.42,1674.55,two-year,electronic-check,fiber-optic,0,0
C00509,0,77.1,0.0,month-to-month,electronic-check,dsl,0,1
C00510,6,48.09,277.22,two-year,bank-transfer,fiber-optic,0,0
C00511,65,99.82,6869.59,two-year,credit-card,fiber-optic,0,1
C00512,69,86.03,5743.62,two-year,electronic-check,fiber-optic,0,0
C00513,49,117.44,5898.91,month-to-month,electronic-check,none,0,1
C00514,7,95.4,673.56,two-year,electronic-check,dsl,0,0
C00515,42,59.51,2681.57,one-year,mailed-check,none,0,0
C00516,31,109.16,3600.34,month-to-month,credit-card,fiber-optic,0,1
C00517,17,78.21,1254.53,one-year,credit-card,none,0,0
C00518,27,93.94,2663.24,month-to-month,mailed-check,fiber-optic,0,0
C00519,56,91.61,5430.52,one-year,bank-transfer,fiber-optic,0,0
C00520,71,66.27,5099.67,one-year,electronic-check,fiber-optic,0,1
C00521,62,73.1,4951.95,month-to-month,bank-transfer,none,1,1
C00522,14,66.06,968.65,month-to-month,bank-transfer,none,0,0
C00523,36,44.41,1582.81,two-year,credit-card,fiber-optic,0,0
C00524,38,15.0,546.4,month-to-month,credit-card,fiber-optic,0,1
C00525,21,49.19,1108.23,two-year,electronic-check,fiber-optic,1,1
C00526,31,75.97,2550.97,one-year,mailed-check,dsl,0,0
C00527,27,102.57,2546.43,month-to-month,electronic-check,dsl,0,0
C00528,5,93.88,474.5,month-to-month,electronic-check,fiber-optic,0,1
C00529,29,61.61,1654.23,two-year,electronic-check,fiber-optic,0,1
C00530,26,49.59,1225.4,two-year,credit-card,fiber-optic,0,1
C00531,22,64.6,1388.08,month-to-month,mailed-check,fiber-optic,0,0
C00532,44,40.75,1725.28,month-to-month,bank-transfer,dsl,0,1
C00533,51,15.0,798.05,month-to-month,bank-transfer,dsl,0,0
C00534,3,23.65,64.96,one-year,credit-card,dsl,0,0
C00535,24,111.24,2730.56,month-to-month,bank-transfer,dsl,1,1
C00536,2,125.72,255.53,month-to-month,credit-card,fiber-optic,0,1
C00537,59,92.62,5778.35,month-to-month,mailed-check,fiber-optic,0,1
C00538,66,68.26,4141.48,two-year,credit-card,none,0,0
C00539,33,28.21,899.78,month-to-month,credit-card,dsl,0,0
C00540,68,65.17,4605.98,one-year,bank-transfer,none,0,0
C00541,45,88.36,4144.32,month-to-month,mailed-check,fiber-optic,0,1
C00542,62,94.9,5824.3,one-year,electronic-check,dsl,0,0
C00543,68,90.66,6118.03,one-year,electronic-check,fiber-optic,0,0
C00544,42,106.29,4879.18,two-year,mailed-check,none,0,0
C00545,32,128.29,3962.56,one-year,mailed-check,fiber-optic,1,0
C00546,53,57.85,2851.46,month-to-month,electronic-check,fiber-optic,0,1
C00547,12,150.0,1963.02,month-to-month,credit-card,dsl,1,1
C00548,21,15.0,334.51,month-to-month,electronic-check,dsl,0,1
C00549,39,46.65,1723.7,month-to-month,mailed-check,dsl,1,1
C00550,14,76.0,1140.02,two-year,mailed-check,dsl,1,0
C00551,35,86.47,2876.55,month-to-month,credit-card,fiber-optic,0,0
C00552,61,64.55,4195.48,two-year,electronic-check,dsl,0,1
C00553,56,55.13,3166.49,month-to-month,credit-card,fiber-optic,0,1
C00554,64,136.08,8678.62,two-year,bank-transfer,none,0,0
C00555,61,53.69,3555.77,two-year,credit-card,none,0,0
C00556,23,39.42,962.73,one-year,credit-card,dsl,0,0
C00557,51,120.72,5701.26,month-to-month,credit-card,dsl,0,1
C00558,26,95.47,2584.4,two-year,mailed-check,fiber-optic,0,0
C00559,69,102.84,7506.93,two-year,bank-transfer,dsl,0,0
C00560,12,75.88,918.0,month-to-month,mailed-check,fiber-optic,0,0
C00561,19,28.72,521.25,two-year,credit-card,fiber-optic,0,1
C00562,67,72.54,4601.99,two-year,electronic-check,fiber-optic,1,0
C00563,17,24.59,457.66,month-to-month,bank-transfer,dsl,0,0
C00564,44,77.27,3356.87,month-to-month,electronic-check,dsl,0,1
C00565,20,89.6,1798.79,month-to-month,mailed-check,none,0,0
C00566,20,,2085.41,month-to-month,credit-card,none,0,0
C00567,48,67.23,2969.21,two-year,electronic-check,fiber-optic,0,0
C00568,57,92.44,4827.98,two-year,credit-card,fiber-optic,0,0
C00569,16,42.88,644.73,month-to-month,credit-card,fiber-optic,1,1
C00570,70,99.0,6327.48,one-year,mailed-check,dsl,0,0
C00571,6,90.24,584.57,month-to-month,mailed-check,none,0,0
C00572,7,45.99,299.28,month-to-month,electronic-check,dsl,0,0
C00573,70,,5684.89,one-year,credit-card,fiber-optic,0,0
C00574,3,102.69,310.37,one-year,bank-transfer,dsl,0,0
C00575,22,72.36,1718.05,month-to-month,credit-card,fiber-optic,0,1
C00576,8,45.32,329.89,month-to-month,mailed-check,fiber-optic,0,0
C00577,16,75.33,1136.85,two-year,mailed-check,fiber-optic,0,0
C00578,5,86.57,451.68,month-to-month,bank-transfer,fiber-optic,0,1
C00579,25,45.1,1131.81,month-to-month,mailed-check,fiber-optic,1,1
C00580,21,,850.97,two-year,mailed-check,fiber-optic,0,0
C00581,11,85.65,851.12,two-year,electronic-check,fiber-optic,1,0
C00582,51,94.7,5183.99,one-year,credit-card,fiber-optic,0,0
C00583,2,134.49,273.22,month-to-month,mailed-check,fiber-optic,1,0
C00584,34,,3263.61,one-year,credit-card,fiber-optic,0,1
C00585,21,33.73,773.97,one-year,bank-transfer,dsl,0,1
C00586,46,131.19,6315.12,month-to-month,bank-transfer,fiber-optic,0,1
C00587,24,101.65,2210.76,month-to-month,mailed-check,dsl,0,1
C00588,34,15.0,531.58,month-to-month,mailed-check,fiber-optic,0,1
C00589,58,39.09,2296.08,month-to-month,mailed-check,fiber-optic,0,1
C00590,10,55.25,508.72,two-year,electronic-check,none,0,0
C00591,31,95.14,2814.01,one-year,bank-transfer,dsl,0,0
C00592,40,15.0,560.26,month-to-month,electronic-check,fiber-optic,0,1
C00593,53,66.43,3819.75,month-to-month,mailed-check,dsl,0,1
C00594,38,93.43,3760.07,month-to-month,bank-transfer,none,0,0
C00595,52,15.0,811.33,month-to-month,electronic-check,dsl,0,1
C00596,57,,5544.34,month-to-month,electronic-check,fiber-optic,0,1
C00597,56,96.01,5485.33,two-year,electronic-check,dsl,0,0
C00598,44,44.6,2101.86,two-year,credit-card,fiber-optic,0,0
C00599,66,35.4,2209.67,two-year,credit-card,dsl,1,0
C00600,1,,41.93,month-to-month,electronic-check,fiber-optic,0,1
C00601,35,15.0,534.63,two-year,mailed-check,dsl,0,0
C00602,57,60.21,3645.11,one-year,electronic-check,fiber-optic,0,0
C00603,7,,572.12,month-to-month,electronic-check,dsl,1,1
C00604,58,33.42,2122.98,month-to-month,credit-card,fiber-optic,0,1
C00605,2,99.16,208.73,month-to-month,mailed-check,dsl,0,1
C00606,56,73.08,3873.57,month-to-month,credit-card,none,1,1
C00607,13,77.8,956.92,two-year,bank-transfer,fiber-optic,0,0
C00608,48,57.94,2750.86,one-year,mailed-check,fiber-optic,0,0
C00609,59,92.29,5608.71,two-year,credit-card,dsl,0,0
C00610,58,108.72,6321.96,one-year,electronic-check,dsl,0,1
C00611,41,,2163.84,month-to-month,mailed-check,none,1,1
C00612,65,92.83,6012.17,month-to-month,mailed-check,fiber-optic,0,1
C00613,10,93.16,990.69,month-to-month,bank-transfer,fiber-optic,0,1
C00614,17,82.54,1330.24,two-year,electronic-check,fiber-optic,1,1
C00615,9,120.31,1112.05,month-to-month,bank-transfer,dsl,0,1
C00616,51,48.21,2345.24,month-to-month,credit-card,none,0,0
C00617,64,57.35,3711.5,month-to-month,credit-card,fiber-optic,0,1
C00618,66,46.69,3205.49,two-year,credit-card,none,0,1
C00619,37,91.75,3195.99,month-to-month,bank-transfer,fiber-optic,0,1
C00620,9,61.83,583.09,month-to-month,credit-card,dsl,0,1
C00621,12,,610.34,one-year,bank-transfer,fiber-optic,1,1
C00622,45,119.89,5193.21,month-to-month,credit-card,none,0,1
C00623,64,124.29,8582.6,one-year,electronic-check,dsl,1,1
C00624,71,60.14,4509.44,one-year,electronic-check,fiber-optic,0,1
C00625,51,28.98,1484.11,month-to-month,mailed-check,fiber-optic,1,1
C00626,63,125.91,7270.01,month-to-month,bank-transfer,dsl,0,1
C00627,34,84.12,2826.18,month-to-month,credit-card,dsl,0,1
C00628,14,82.62,1117.34,month-to-month,electronic-check,fiber-optic,0,1
C00629,33,73.15,2299.26,one-year,electronic-check,none,0,0
C00630,7,45.99,331.18,month-to-month,credit-card,fiber-optic,1,1
C00631,48,57.6,2998.07,month-to-month,mailed-check,none,1,1
C00632,23,90.33,1930.76,one-year,electronic-check,dsl,0,0
C00633,24,56.57,1423.37,one-year,bank-transfer,dsl,0,0
C00634,0,82.99,0.0,two-year,credit-card,dsl,0,1
C00635,71,70.4,5165.45,two-year,credit-card,fiber-optic,0,0
C00636,30,38.29,1228.11,month-to-month,credit-card,fiber-optic,1,1
C00637,56,118.63,6478.02,month-to-month,electronic-check,dsl,0,1
C00638,37,87.82,3301.08,one-year,electronic-check,fiber-optic,0,1
C00639,46,79.92,3512.2,one-year,credit-card,fiber-optic,1,0
C00640,33,86.65,2736.06,month-to-month,bank-transfer,fiber-optic,0,0
C00641,49,16.21,796.56,two-year,electronic-check,fiber-optic,0,0
C00642,14,55.2,696.71,one-year,mailed-check,fiber-optic,0,0
C00643,71,24.18,1630.36,month-to-month,credit-card,none,0,0
C00644,30,73.74, ,one-year,credit-card,fiber-optic,0,0
C00645,0,79.78,0.0,month-to-month,credit-card,none,0,1
C00646,68,74.24,4931.84,two-year,mailed-check,none,0,0
C00647,1,105.36,97.02,month-to-month,credit-card,none,0,1
C00648,34,25.08,793.74,one-year,electronic-check,dsl,0,0
C00649,56,46.02,2664.22,one-year,credit-card,fiber-optic,1,1
C00650,26,82.43,2208.06,month-to-month,electronic-check,fiber-optic,0,1
C00651,15,77.92,1272.8,one-year,credit-card,dsl,0,1
C00652,17,,562.77,month-to-month,electronic-check,fiber-optic,0,1
C00653,49,105.9,5576.97,month-to-month,credit-card,dsl,1,1
C00654,41,116.3,4950.26,month-to-month,bank-transfer,fiber-optic,0,1
C00655,36,,2840.54,two-year,bank-transfer,none,0,0
C00656,37,24.73,856.04,two-year,bank-transfer,fiber-optic,0,0
C00657,22,74.79,1793.31,month-to-month,mailed-check,none,0,0
C00658,67,80.21,5868.11,two-year,credit-card,fiber-optic,0,0
C00659,16,61.84,990.39,two-year,electronic-check,none,0,1
C00660,60,110.42,6689.19,month-to-month,bank-transfer,dsl,1,1
C00661,55,66.52,3296.76,two-year,electronic-check,none,0,0
C00662,0,133.14,0.0,month-to-month,electronic-check,dsl,0,1
C00663,12,93.49,1132.24,two-year,bank-transfer,none,0,0
C00664,39,78.28,2858.72,one-year,bank-transfer,dsl,0,1
C00665,11,97.61,1069.17,two-year,electronic-check,dsl,0,0
C00666,61,115.93,7488.62,month-to-month,bank-transfer,dsl,0,1
C00667,31,96.97,3186.95,month-to-month,credit-card,fiber-optic,0,0
C00668,60,67.72,4357.42,two-year,bank-transfer,none,0,0
C00669,8,50.2,380.39,one-year,electronic-check,fiber-optic,0,0
C00670,1,36.34,35.84,one-year,electronic-check,fiber-optic,0,0
C00671,46,15.0,707.5,one-year,electronic-check,dsl,0,0
C00672,57,75.23,4357.48,one-year,bank-transfer,none,0,1
C00673,71,58.37,4557.92,month-to-month,electronic-check,fiber-optic,0,1
C00674,56,59.98,3208.38,month-to-month,mailed-check,none,0,0
C00675,53,100.87,4887.57,month-to-month,electronic-check,fiber-optic,0,1
C00676,4,66.64,260.57,month-to-month,mailed-check,fiber-optic,1,1
C00677,43,,5474.34,two-year,electronic-check,dsl,0,0
C00678,51,52.81,2632.42,month-to-month,mailed-check,fiber-optic,0,1
C00679,28,40.87,1103.06,month-to-month,bank-transfer,none,0,1
C00680,71,32.27,2180.0,month-to-month,credit-card,fiber-optic,0,1
C00681,71,91.68,6415.05,two-year,mailed-check,none,0,0
C00682,61,104.54,6618.54,month-to-month,mailed-check,none,0,0
C00683,63,52.17,3055.79,month-to-month,credit-card,dsl,1,1
C00684,40,38.08,1634.58,two-year,credit-card,fiber-optic,0,1
C00685,59,115.91,7031.6,month-to-month,mailed-check,fiber-optic,0,1
C00686,5,26.49,122.04,one-year,mailed-check,dsl,0,0
C00687,16,100.31,1451.96,month-to-month,bank-transfer,fiber-optic,0,1
C00688,47,52.87,2261.95,one-year,credit-card,dsl,0,0
C00689,8,81.91,601.62,month-to-month,bank-transfer,fiber-optic,1,1
C00690,58,102.31,6104.19,month-to-month,bank-transfer,fiber-optic,0,1
C00691,12,84.29,1100.63,month-to-month,electronic-check,none,0,1
C00692,25,61.14,1416.45,one-year,mailed-check,fiber-optic,0,1
C00693,18,111.88,1927.03,two-year,electronic-check,fiber-optic,0,0
C00694,38,78.67,3208.32,month-to-month,mailed-check,dsl,1,0
C00695,5,,750.85,one-year,credit-card,none,0,1
C00696,58,18.85,1077.1,month-to-month,electronic-check,fiber-optic,1,1
C00697,63,18.4,1153.13,one-year,bank-transfer,fiber-optic,0,0
C00698,53,,4868.79,two-year,mailed-check,none,0,0
C00699,13,,847.28,month-to-month,electronic-check,fiber-optic,0,1
C00700,20,93.78,2048.87,month-to-month,electronic-check,dsl,1,0
C00701,16,37.05,609.78,one-year,bank-transfer,dsl,0,0
C00702,43,71.62,2948.19,two-year,credit-card,fiber-optic,0,1
C00703,63,83.72,5745.83,one-year,mailed-check,dsl,0,0
C00704,63,,3313.04,month-to-month,credit-card,dsl,0,1
C00705,68,76.95,4857.07,one-year,electronic-check,dsl,0,0
C00706,49,29.15,1561.5,month-to-month,bank-transfer,fiber-optic,1,0
C00707,15,81.84,1268.41,two-year,electronic-check,fiber-optic,0,0
C00708,28,113.36,3334.67,two-year,credit-card,fiber-optic,0,1
C00709,21,32.87,624.4,two-year,credit-card,fiber-optic,0,1
C00710,4,31.06,118.86,two-year,electronic-check,fiber-optic,0,1
C00711,57,105.7,6561.48,two-year,mailed-check,fiber-optic,0,1
C00712,41,,1165.53,month-to-month,bank-transfer,none,0,1
C00713,69,95.22,7060.8,two-year,bank-transfer,fiber-optic,0,1
C00714,60,71.66,4532.21,month-to-month,mailed-check,none,1,0
C00715,46,57.47,2579.18,month-to-month,electronic-check,fiber-optic,0,1
C00716,3,114.0,368.44,month-to-month,bank-transfer,fiber-optic,0,0
C00717,31,,3289.61,month-to-month,electronic-check,fiber-optic,0,1
C00718,34,78.39,2860.87,month-to-month,mailed-check,dsl,1,0
C00719,48,15.0,706.68,month-to-month,electronic-check,none,1,0
C00720,40,91.37,3718.4,month-to-month,bank-transfer,fiber-optic,0,0
C00721,56,37.87,2038.72,month-to-month,mailed-check,dsl,0,1
C00722,1,63.36,58.67,month-to-month,mailed-check,fiber-optic,0,1
C00723,8,70.22,606.94,one-year,credit-card,fiber-optic,0,1
C00724,68,126.92,9460.96,one-year,mailed-check,dsl,0,0
C00725,31,62.4,1763.7,one-year,credit-card,dsl,0,1
C00726,59,27.32,1672.21,one-year,credit-card,none,1,0
C00727,61,114.09,7584.75,one-year,electronic-check,fiber-optic,0,1
C00728,8,91.77,750.02,month-to-month,bank-transfer,dsl,0,0
C00729,50,,4223.76,month-to-month,electronic-check,dsl,0,0
C00730,12,114.65,1242.35,month-to-month,bank-transfer,fiber-optic,0,1
C00731,11,121.7,1339.76,month-to-month,electronic-check,fiber-optic,0,1
C00732,17,43.25,799.91,two-year,mailed-check,fiber-optic,0,1
C00733,54,28.27,1459.08,month-to-month,credit-card,none,0,1
C00734,6,95.27,554.53,two-year,electronic-check,dsl,0,0
C00735,48,,3158.58,month-to-month,bank-transfer,dsl,0,0
C00736,27,64.85,1856.49,one-year,credit-card,dsl,0,1
C00737,19,36.35,751.93,month-to-month,credit-card,fiber-optic,0,1
C00738,17,87.52,1588.56,two-year,electronic-check,dsl,0,0
C00739,24,82.06,2006.53,two-year,mailed-check,fiber-optic,0,0
C00740,25,65.34,1776.71,month-to-month,bank-transfer,none,0,0
C00741,22,28.35,637.97,month-to-month,bank-transfer,dsl,0,0
C00742,37,106.27,4012.04,one-year,electronic-check,none,0,1
C00743,71,77.67,4980.28,month-to-month,bank-transfer,none,0,0
C00744,32,103.54,3283.61,month-to-month,electronic-check,fiber-optic,0,1
C00745,13,15.0,177.18,two-year,bank-transfer,none,0,0
C00746,44,71.7,3406.63,one-year,bank-transfer,fiber-optic,1,0
C00747,59,48.49,2580.97,month-to-month,mailed-check,fiber-optic,0,1
C00748,43,71.08,2938.65,month-to-month,electronic-check,fiber-optic,0,0
C00749,38,98.3,4105.1,month-to-month,electronic-check,dsl,1,0
C00750,48,81.1,4122.45,two-year,bank-transfer,fiber-optic,0,0
C00751,63,70.54,4673.28,month-to-month,mailed-check,none,0,1
C00752,5,70.38,366.9,month-to-month,credit-card,fiber-optic,0,1
C00753,70,23.21,1478.69,month-to-month,credit-card,fiber-optic,0,1
C00754,64,42.8,2623.35,two-year,mailed-check,fiber-optic,0,1
C00755,69,103.64,7577.92,month-to-month,mailed-check,none,0,1
C00756,35,54.83,2071.01,one-year,credit-card,dsl,0,1
C00757,61,104.21, ,month-to-month,bank-transfer,dsl,0,0
C00758,5,94.79,451.15,two-year,electronic-check,dsl,0,1
C00759,29,96.38,2647.28,month-to-month,credit-card,none,0,1
C00760,63,79.99,5087.65,two-year,electronic-check,fiber-optic,0,0
C00761,19,56.92,1036.37,two-year,bank-transfer,dsl,0,0
C00762,54,,3196.71,month-to-month,electronic-check,fiber-optic,0,1
C00763,23,89.21,2007.03,month-to-month,mailed-check,fiber-optic,1,1
C00764,42,15.0,636.77,two-year,bank-transfer,dsl,1,1
C00765,47,107.31,5179.14,month-to-month,electronic-check,none,0,1
C00766,63,55.0,3355.95,two-year,mailed-check,fiber-optic,0,1
C00767,24,67.41,1557.66,two-year,credit-card,dsl,1,0
C00768,56,67.67,3625.73,month-to-month,credit-card,none,0,1
C00769,31,68.81,2185.57,month-to-month,credit-card,dsl,0,1
C00770,28,30.59,819.47,month-to-month,credit-card,dsl,0,0
C00771,5,74.55,403.84,one-year,credit-card,fiber-optic,0,0
C00772,5,87.83,419.98,month-to-month,electronic-check,dsl,0,1
C00773,55,15.0,873.0,one-year,electronic-check,fiber-optic,0,0
C00774,7,30.98,209.02,month-to-month,mailed-check,dsl,0,0
C00775,8,96.88,795.89,two-year,credit-card,dsl,1,0
C00776,13,91.29,1234.06,month-to-month,credit-card,none,0,1
C00777,24,78.96,1771.68,month-to-month,mailed-check,dsl,1,1
C00778,11,49.54,531.81,month-to-month,electronic-check,fiber-optic,1,1
C00779,42,91.47,3555.53,month-to-month,bank-transfer,dsl,0,0
C00780,59,33.91,2005.13,month-to-month,mailed-check,none,0,0
C00781,38,65.88,2708.43,two-year,electronic-check,dsl,0,0
C00782,47,30.81,1475.71,month-to-month,electronic-check,dsl,0,1
C00783,64,65.14,4337.1,month-to-month,electronic-check,none,1,0
C00784,64,39.09,2393.1,one-year,mailed-check,dsl,0,0
C00785,47,92.67,4328.01,one-year,bank-transfer,none,0,0
C00786,4,83.0,347.97,month-to-month,electronic-check,fiber-optic,0,0
C00787,56,52.88,2743.06,month-to-month,mailed-check,none,0,1
C00788,54,102.71,5126.66,month-to-month,credit-card,dsl,0,1
C00789,21,41.31,819.71,month-to-month,credit-card,none,0,0
C00790,11,68.94,718.44,month-to-month,credit-card,dsl,0,1
C00791,9,51.56,506.91,month-to-month,mailed-check,dsl,0,0
C00792,19,92.27,1633.45,one-year,electronic-check,fiber-optic,0,0
C00793,53,,4359.31,two-year,credit-card,dsl,0,0
C00794,68,109.06,6878.6,month-to-month,mailed-check,fiber-optic,0,1
C00795,11,72.49,750.01,month-to-month,mailed-check,fiber-optic,0,0
C00796,29,15.0,423.58,two-year,mailed-check,dsl,0,1
C00797,60,57.07,3217.02,one-year,electronic-check,dsl,0,0
C00798,6,116.96,643.89,one-year,bank-transfer,fiber-optic,0,0
C00799,67,60.25,3743.38,two-year,electronic-check,fiber-optic,0,0
C00800,1,15.0,15.87,one-year,electronic-check,fiber-optic,1,0
C00801,20,83.48,1676.3,one-year,credit-card,fiber-optic,1,1
